gene_symbol,ensembl_id,chromosome,start,end,strand,chr_num
RAB3GAP2,ENSG00000118873,1,220148293,220272529,-1,1
MIR664A,ENSG00000281696,1,220200538,220200619,-1,1
SNORA36B,ENSG00000222370,1,220200546,220200676,-1,1
MARK1,ENSG00000116141,1,220528136,220664461,1,1
C1orf115,ENSG00000162817,1,220690363,220699153,1,1
LINC01352,ENSG00000238078,1,220829255,220832429,1,1
HLX-AS1,ENSG00000257551,1,220832763,220881473,-1,1
HLX,ENSG00000136630,1,220879431,220885059,1,1
DUSP10,ENSG00000143507,1,221701424,221742089,-1,1
HHIPL2,ENSG00000143512,1,222522258,222548104,-1,1
TAF1A,ENSG00000143498,1,222557902,222589933,-1,1
TAF1A-AS1,ENSG00000225265,1,222589825,222593843,1,1
MIA3,ENSG00000154305,1,222618097,222668007,1,1
AIDA,ENSG00000186063,1,222668013,222713210,-1,1
BROX,ENSG00000162819,1,222712553,222735196,1,1
FAM177B,ENSG00000197520,1,222737202,222751004,1,1
DISP1,ENSG00000154309,1,222815022,223005995,1,1
TLR5,ENSG00000187554,1,223109404,223143292,-1,1
SUSD4,ENSG00000143502,1,223220819,223364233,-1,1
CCDC185,ENSG00000178395,1,223393415,223395465,1,1
CAPN8,ENSG00000203697,1,223538007,223665723,-1,1
CAPN2,ENSG00000162909,1,223701593,223776018,1,1
TP53BP2,ENSG00000143514,1,223779893,223845954,-1,1
GTF2IP20,ENSG00000272645,1,223982754,223988154,-1,1
FBXO28,ENSG00000143756,1,224114111,224162047,1,1
DEGS1,ENSG00000143753,1,224175756,224193441,1,1
LOC101927143,ENSG00000232628,1,224208740,224213625,-1,1
LOC101927164,ENSG00000237101,1,224219381,224228043,1,1
NVL,ENSG00000143748,1,224227334,224330189,-1,1
MIR320B2,ENSG00000221406,1,224257004,224257141,-1,1
CNIH4,ENSG00000143771,1,224356858,224379459,1,1
WDR26,ENSG00000162923,1,224385146,224437033,-1,1
MIR4742,ENSG00000266618,1,224398227,224398311,-1,1
CNIH3,ENSG00000143786,1,224434660,224740554,1,1
DNAH14,ENSG00000185842,1,224896262,225399292,1,1
LBR,ENSG00000143815,1,225401502,225428925,-1,1
ENAH,ENSG00000154380,1,225486765,225653142,-1,1
SRP9,ENSG00000143742,1,225777813,225790468,1,1
EPHX1,ENSG00000143819,1,225810124,225845563,1,1
TMEM63A,ENSG00000196187,1,225845536,225882380,-1,1
LEFTY1,ENSG00000243709,1,225886282,225911382,-1,1
PYCR2,ENSG00000143811,1,225919877,225924340,-1,1
MIR6741,ENSG00000284519,1,225922080,225922142,-1,1
LEFTY2,ENSG00000143768,1,225936598,225941383,-1,1
SDE2,ENSG00000143751,1,225982702,225999343,-1,1
LINC01703,ENSG00000225518,1,226083478,226090465,1,1
ACBD3-AS1,ENSG00000234478,1,226133245,226155071,1,1
ACBD3,ENSG00000182827,1,226144679,226186741,-1,1
MIXL1,ENSG00000185155,1,226223618,226227060,1,1
LIN9,ENSG00000183814,1,226231149,226309869,-1,1
PARP1,ENSG00000143799,1,226360210,226408154,-1,1
STUM,ENSG00000203685,1,226548764,226609230,1,1
ITPKB,ENSG00000143772,1,226631690,226739323,-1,1
ITPKB-IT1,ENSG00000228382,1,226656079,226675111,-1,1
PSEN2,ENSG00000143801,1,226870184,226927726,1,1
COQ8A,ENSG00000163050,1,226940286,226987544,1,1
CDC42BPA,ENSG00000143776,1,226989865,227318492,-1,1
ZNF678,ENSG00000181450,1,227563543,227677443,1,1
ZNF847P,ENSG00000215812,1,227696892,227706699,-1,1
SNAP47,ENSG00000143740,1,227728200,227781826,1,1
JMJD4,ENSG00000081692,1,227730425,227735411,-1,1
PRSS38,ENSG00000185888,1,227815675,227846470,1,1
WNT9A,ENSG00000143816,1,227918656,227947932,-1,1
MIR5008,ENSG00000264483,1,227941590,227941683,-1,1
WNT3A,ENSG00000154342,1,228006998,228061271,1,1
ARF1,ENSG00000143761,1,228082708,228099212,1,1
MIR3620,ENSG00000284163,1,228097263,228097341,1,1
C1orf35,ENSG00000143793,1,228100726,228105411,-1,1
MRPL55,ENSG00000162910,1,228106679,228109312,-1,1
GUK1,ENSG00000143774,1,228139962,228148984,1,1
GJC2,ENSG00000198835,1,228149930,228159826,1,1
IBA57,ENSG00000181873,1,228165804,228182257,1,1
OBSCN-AS1,ENSG00000162913,1,228203503,228213664,-1,1
OBSCN,ENSG00000154358,1,228208044,228378876,1,1
TRIM11,ENSG00000154370,1,228393673,228406835,-1,1
MIR6742,ENSG00000284311,1,228397048,228397109,-1,1
TRIM17,ENSG00000162931,1,228407935,228416861,-1,1
MIR4666A,ENSG00000284998,1,228462074,228462152,1,1
RNF187,ENSG00000168159,1,228487382,228499899,1,1
DUSP5P1,ENSG00000183929,1,228650241,228651379,1,1
RHOU,ENSG00000116574,1,228735479,228746664,1,1
RAB4A,ENSG00000168118,1,229271062,229305894,1,1
CCSAP,ENSG00000154429,1,229321011,229343294,-1,1
ACTA1,ENSG00000143632,1,229430365,229434104,-1,1
NUP133,ENSG00000069248,1,229440259,229508341,-1,1
ABCB10,ENSG00000135776,1,229516582,229558707,-1,1
TAF5L,ENSG00000135801,1,229593134,229626122,-1,1
URB2,ENSG00000135763,1,229626247,229660200,1,1
LINC01682,ENSG00000227043,1,229812917,229893979,-1,1
LINC01736,ENSG00000228058,1,230002372,230007253,1,1
GALNT2,ENSG00000143641,1,230057990,230282122,1,1
PGBD5,ENSG00000177614,1,230314490,230426332,-1,1
LINC01737,ENSG00000232964,1,230592660,230595583,-1,1
COG2,ENSG00000135775,1,230642481,230693982,1,1
AGT,ENSG00000135744,1,230690776,230745576,-1,1
CAPN9,ENSG00000135773,1,230747384,230802003,1,1
C1orf198,ENSG00000119280,1,230837119,230869589,-1,1
TTC13,ENSG00000143643,1,230906243,230978875,-1,1
ARV1,ENSG00000173409,1,230978981,231000733,1,1
FAM89A,ENSG00000182118,1,231018958,231040254,-1,1
MIR1182,ENSG00000283799,1,231019828,231019924,-1,1
TRIM67,ENSG00000119283,1,231162058,231221565,1,1
GNPAT,ENSG00000116906,1,231241207,231277973,1,1
EXOC8,ENSG00000116903,1,231332753,231337852,-1,1
SPRTN,ENSG00000010072,1,231337104,231355023,1,1
EGLN1,ENSG00000135766,1,231363751,231422287,-1,1
SNRPD2P2,ENSG00000223982,1,231475956,231476288,-1,1
TSNAX,ENSG00000116918,1,231528541,231566524,1,1
TSNAX-DISC1,ENSG00000270106,1,231528653,231819244,1,1
LINC00582,ENSG00000229228,1,231591292,231612242,-1,1
DISC1,ENSG00000162946,1,231626790,232041272,1,1
DISC1-IT1,ENSG00000226758,1,231925834,231945233,1,1
SIPA1L2,ENSG00000116991,1,232397965,232630571,-1,1
LINC01745,ENSG00000225919,1,232718030,232726349,1,1
LINC01744,ENSG00000236497,1,232727251,232751299,-1,1
MAP10,ENSG00000212916,1,232805416,232809929,1,1
NTPCR,ENSG00000135778,1,232950605,232983882,1,1
PCNX2,ENSG00000135749,1,232983435,233295725,-1,1
MAP3K21,ENSG00000143674,1,233327724,233385148,1,1
KCNK1,ENSG00000135750,1,233614106,233672514,1,1
MIR4427,ENSG00000265744,1,233624152,233624219,1,1
SLC35F3,ENSG00000183780,1,233904676,234324511,1,1
MIR4671,ENSG00000264377,1,234306467,234306539,1,1
COA6,ENSG00000168275,1,234373456,234385080,1,1
TARBP1,ENSG00000059588,1,234391313,234479179,-1,1
LINC01354,ENSG00000231768,1,234502343,234532575,-1,1
IRF2BP2,ENSG00000168264,1,234602300,234610178,-1,1
LINC00184,ENSG00000224939,1,234609295,234637418,1,1
LOC101927787,ENSG00000228044,1,234646289,234683181,1,1
LINC01132,ENSG00000227630,1,234724042,234744590,1,1
LINC01348,ENSG00000280587,1,235054610,235074378,-1,1
TOMM20,ENSG00000173726,1,235109341,235128837,-1,1
SNORA14B,ENSG00000207181,1,235127803,235127937,-1,1
RBM34,ENSG00000188739,1,235131183,235161283,-1,1
ARID4B,ENSG00000054267,1,235131634,235328219,-1,1
MIR4753,ENSG00000263439,1,235190034,235190116,-1,1
GGPS1,ENSG00000152904,1,235327350,235344532,1,1
TBCE,ENSG00000284770,1,235367360,235452443,1,1
B3GALNT2,ENSG00000282880,1,235447190,235504452,-1,1
GNG4,ENSG00000168243,1,235547685,235650754,-1,1
LYST,ENSG00000143669,1,235661041,235883724,-1,1
MIR1537,ENSG00000222831,1,235853000,235853060,-1,1
NID1,ENSG00000116962,1,235975830,236065109,-1,1
GPR137B,ENSG00000077585,1,236142505,236221865,1,1
ERO1B,ENSG00000086619,1,236214681,236282019,-1,1
EDARADD,ENSG00000186197,1,236348257,236502915,1,1
LGALS8,ENSG00000116977,1,236518000,236552981,1,1
LGALS8-AS1,ENSG00000223776,1,236523052,236524508,-1,1
HEATR1,ENSG00000119285,1,236549005,236604516,-1,1
ACTN2,ENSG00000077522,1,236664141,236764631,1,1
MTR,ENSG00000116984,1,236795260,236921278,1,1
MT1HL1,ENSG00000244020,1,237004103,237004441,-1,1
RYR2,ENSG00000198626,1,237042184,237833988,1,1
MIR4428,ENSG00000266262,1,237471119,237471191,1,1
LOC100130331,ENSG00000237250,1,237862175,237928321,1,1
ZP4,ENSG00000116996,1,237877864,237890922,-1,1
LINC01139,ENSG00000215808,1,238476542,238486060,-1,1
CHRM3,ENSG00000133019,1,239386565,239915452,1,1
CHRM3-AS2,ENSG00000233355,1,239703381,239770130,-1,1
CHRM3-AS1,ENSG00000234601,1,239898016,239953112,-1,1
RPS7P5,ENSG00000287102,1,240007502,240013278,1,1
FMN2,ENSG00000155816,1,240014348,240475187,1,1
GREM2,ENSG00000180875,1,240489573,240612155,-1,1
RGS7,ENSG00000182901,1,240767636,241357374,-1,1
MIR3123,ENSG00000265831,1,241132272,241132346,1,1
FH,ENSG00000091483,1,241497511,241519799,-1,1
KMO,ENSG00000117009,1,241532134,241595642,1,1
OPN3,ENSG00000054277,1,241590102,241677376,-1,1
CHML,ENSG00000203668,1,241628851,241640369,-1,1
WDR64,ENSG00000162843,1,241652278,241802777,1,1
EXO1,ENSG00000174371,1,241847967,241895148,1,1
BECN2,ENSG00000196289,1,241957767,241959062,1,1
MAP1LC3C,ENSG00000197769,1,241995490,241999098,-1,1
PLD5,ENSG00000180287,1,242082986,242524697,-1,1
LINC01347,ENSG00000280994,1,243056307,243101759,-1,1
CEP170,ENSG00000143702,1,243124428,243255793,-1,1
SDCCAG8,ENSG00000054282,1,243256034,243500091,1,1
MIR4677,ENSG00000265201,1,243346176,243346255,1,1
AKT3,ENSG00000117020,1,243488233,243851079,-1,1
ZBTB18,ENSG00000179456,1,244048547,244057476,1,1
CATSPERE,ENSG00000179397,1,244454377,244641177,1,1
DESI2,ENSG00000121644,1,244653103,244709033,1,1
COX20,ENSG00000203667,1,244835616,244845057,1,1
HNRNPU,ENSG00000153187,1,244840638,244864560,-1,1
KIF26B,ENSG00000162849,1,245154985,245709432,1,1
SMYD3,ENSG00000185420,1,245749342,246507312,-1,1
LINC01743,ENSG00000242042,1,246516039,246524287,-1,1
TFB2M,ENSG00000162851,1,246540561,246566261,-1,1
CNST,ENSG00000162852,1,246566444,246668595,1,1
SCCPDH,ENSG00000143653,1,246724409,246768137,1,1
LINC01341,ENSG00000227953,1,246775880,246792392,1,1
AHCTF1,ENSG00000153207,1,246839098,246931948,-1,1
ZNF670-ZNF695,ENSG00000135747,1,246945547,247078811,-1,1
ZNF695,ENSG00000197472,1,246945547,247008093,-1,1
ZNF670,ENSG00000277462,1,247034637,247078811,-1,1
ZNF669,ENSG00000188295,1,247099962,247104372,-1,1
ZNF124,ENSG00000196418,1,247121975,247172020,-1,1
MIR3916,ENSG00000283881,1,247201967,247202060,-1,1
VN1R5,ENSG00000197617,1,247255972,247257210,1,1
ZNF496,ENSG00000291884,1,247297412,247331867,-1,1
NLRP3,ENSG00000162711,1,247332331,247449108,1,1
OR2B11,ENSG00000177535,1,247449118,247458105,-1,1
GCSAML,ENSG00000169224,1,247507058,247577690,1,1
OR2C3,ENSG00000196242,1,247524677,247536440,-1,1
OR2G2,ENSG00000177489,1,247588360,247589313,1,1
OR2G3,ENSG00000177476,1,247605586,247606515,1,1
OR13G1,ENSG00000197437,1,247670812,247679739,-1,1
OR6F1,ENSG00000169214,1,247711436,247716646,-1,1
OR1C1,ENSG00000221888,1,247754846,247760556,-1,1
OR14A16,ENSG00000196772,1,247814660,247824119,-1,1
OR11L1,ENSG00000197591,1,247840928,247841896,-1,1
TRIM58,ENSG00000162722,1,247857187,247880138,1,1
OR2W3,ENSG00000238243,1,247895587,247896531,1,1
OR2T8,ENSG00000177462,1,247920252,247923152,1,1
OR2L8,ENSG00000279263,1,247948858,247949796,1,1
OR2AK2,ENSG00000187080,1,247965233,247966386,1,1
OR2L1P,ENSG00000224227,1,247990267,247991204,1,1
OR2L5,ENSG00000197454,1,248013660,248024276,1,1
OR2L2,ENSG00000203663,1,248030070,248042305,1,1
OR2L3,ENSG00000198128,1,248046836,248063407,1,1
OR2L13,ENSG00000196071,1,248095184,248101163,1,1
OR2M1P,ENSG00000177233,1,248121932,248122882,1,1
OR2M5,ENSG00000162727,1,248145148,248146086,1,1
OR2M2,ENSG00000198601,1,248174821,248181067,1,1
OR2M3,ENSG00000228198,1,248197265,248212925,1,1
OR2M4,ENSG00000171180,1,248231417,248244679,1,1
OR2T33,ENSG00000177212,1,248269917,248277976,-1,1
OR2T12,ENSG00000177201,1,248290139,248303424,-1,1
OR2M7,ENSG00000177186,1,248323630,248324568,-1,1
OR14C36,ENSG00000177174,1,248348775,248349713,1,1
OR2T4,ENSG00000274870,1,248361665,248362627,1,1
OR2T6,ENSG00000278689,1,248375746,248391811,1,1
OR2T1,ENSG00000273508,1,248403048,248408020,1,1
OR2T2,ENSG00000292018,1,248445512,248455725,1,1
OR2T3,ENSG00000278377,1,248473351,248474307,1,1
OR2T5,ENSG00000292007,1,248488589,248491113,1,1
OR2G6,ENSG00000292302,1,248508073,248527337,1,1
OR2T29,ENSG00000182783,1,248556912,248562772,-1,1
OR2T34,ENSG00000183310,1,248573801,248574757,-1,1
OR2T10,ENSG00000292303,1,248590487,248597700,-1,1
OR2T11,ENSG00000292019,1,248623557,248635091,-1,1
OR2T35,ENSG00000177151,1,248636356,248645278,-1,1
OR2T27,ENSG00000292015,1,248649838,248655528,-1,1
OR14I1,ENSG00000292014,1,248678138,248702766,-1,1
LYPD8,ENSG00000259823,1,248739415,248755759,-1,1
SH3BP5L,ENSG00000175137,1,248810446,248825915,-1,1
MIR3124,ENSG00000264500,1,248826377,248826443,1,1
ZNF672,ENSG00000171161,1,248838210,248849517,1,1
ZNF692,ENSG00000171163,1,248850006,248859144,-1,1
PGBD2,ENSG00000185220,1,248906196,248919946,1,1
FAM110C,ENSG00000184731,2,38814,46870,-1,2
SH3YL1,ENSG00000035115,2,217730,266398,-1,2
ACP1,ENSG00000143727,2,264140,278283,1,2
ALKAL2,ENSG00000189292,2,279558,288851,-1,2
LINC01865,ENSG00000233684,2,317823,422312,1,2
LINC01874,ENSG00000223985,2,490944,545594,-1,2
LINC01875,ENSG00000225942,2,545805,546675,1,2
LOC105373352,ENSG00000233633,2,556498,578145,1,2
TMEM18,ENSG00000151353,2,663877,677406,-1,2
LINC01115,ENSG00000272342,2,733471,868608,-1,2
LINC01939,ENSG00000228799,2,899462,905539,-1,2
TPO,ENSG00000115705,2,1374066,1543711,1,2
PXDN,ENSG00000130508,2,1631887,1744852,-1,2
MYT1L,ENSG00000186487,2,1789113,2331664,-1,2
MYT1L-AS1,ENSG00000225619,2,2319232,2327110,1,2
LINC01250,ENSG00000234423,2,2893569,3147934,-1,2
EIPR1,ENSG00000032389,2,3188925,3377830,-1,2
RNASEH1,ENSG00000171865,2,3541430,3558333,-1,2
RPS7,ENSG00000171863,2,3575260,3580920,1,2
COLEC11,ENSG00000118004,2,3594832,3644644,1,2
ALLC,ENSG00000151360,2,3658200,3702671,1,2
DCDC2C,ENSG00000214866,2,3703575,3848008,1,2
LINC01304,ENSG00000237401,2,3957652,3974124,-1,2
LINC01249,ENSG00000231532,2,4628216,4656498,-1,2
LINC01248,ENSG00000224128,2,5602505,5691777,-1,2
SOX11,ENSG00000176887,2,5692384,5701385,1,2
LINC01810,ENSG00000237266,2,5810088,5812670,-1,2
MIR7158,ENSG00000276733,2,5974662,5974732,1,2
LINC01247,ENSG00000227007,2,6366010,6375422,-1,2
LINC01246,ENSG00000236172,2,6615389,6651104,-1,2
MIR7515,ENSG00000283394,2,6650373,6650439,1,2
LINC00487,ENSG00000205837,2,6728177,6782637,-1,2
NRIR,ENSG00000225964,2,6819463,6840464,-1,2
CMPK2,ENSG00000134326,2,6840570,6866635,-1,2
RSAD2,ENSG00000134321,2,6865557,6898239,1,2
RNF144A,ENSG00000151692,2,6917412,7068286,1,2
LOC100506274,ENSG00000229727,2,7293688,7450544,1,2
LOC101929551,ENSG00000226506,2,7796933,7899837,-1,2
LINC00299,ENSG00000236790,2,7922425,8595477,-1,2
ID2-AS1,ENSG00000235092,2,8666636,8681898,-1,2
ID2,ENSG00000115738,2,8678845,8684461,1,2
KIDINS220,ENSG00000134313,2,8721081,8837630,-1,2
MBOAT2,ENSG00000143797,2,8852690,9003709,-1,2
ASAP2,ENSG00000151693,2,9206765,9405683,1,2
ITGB1BP1,ENSG00000119185,2,9403475,9423528,-1,2
CPSF3,ENSG00000119203,2,9423651,9473101,1,2
IAH1,ENSG00000134330,2,9473658,9496543,1,2
ADAM17,ENSG00000151694,2,9488486,9556732,-1,2
YWHAQ,ENSG00000134308,2,9583967,9630997,-1,2
TAF1B,ENSG00000115750,2,9843443,9934416,1,2
GRHL1,ENSG00000134317,2,9951693,10002277,1,2
KLF11,ENSG00000172059,2,10042849,10054836,1,2
CYS1,ENSG00000205795,2,10056473,10080944,-1,2
RRM2,ENSG00000171848,2,10120698,10211725,1,2
MIR4261,ENSG00000265418,2,10192614,10192671,-1,2
HPCAL1,ENSG00000115756,2,10302889,10427617,1,2
ODC1,ENSG00000115758,2,10439968,10448327,-1,2
SNORA80B,ENSG00000206633,2,10446714,10446849,-1,2
NOL10,ENSG00000115761,2,10562347,10689987,-1,2
RN7SL832P,ENSG00000243819,2,10690344,10692099,1,2
ATP6V1C2,ENSG00000143882,2,10721100,10785110,1,2
PDIA6,ENSG00000143870,2,10783391,10837977,-1,2
LINC01954,ENSG00000271952,2,10837758,10901931,1,2
KCNF1,ENSG00000162975,2,10911934,10914225,1,2
FLJ33534,ENSG00000145063,2,11105317,11132821,-1,2
ROCK2,ENSG00000134318,2,11179759,11348330,-1,2
LINC00570,ENSG00000224177,2,11371440,11407023,1,2
E2F6,ENSG00000169016,2,11444375,11466177,-1,2
GREB1,ENSG00000196208,2,11482341,11642788,1,2
MIR4429,ENSG00000264010,2,11540605,11540677,-1,2
NTSR2,ENSG00000169006,2,11658178,11670195,-1,2
LPIN1,ENSG00000134324,2,11677595,11827409,1,2
MIR548S,ENSG00000265056,2,11767444,11767525,1,2
MIR3681HG,ENSG00000224184,2,11829690,12702919,1,2
MIR4262,ENSG00000265172,2,11836933,11836986,-1,2
MIR3681,ENSG00000264089,2,12199130,12199201,1,2
TRIB2,ENSG00000071575,2,12716910,12742734,1,2
LOC100506474,ENSG00000225649,2,12736888,13007066,-1,2
MIR3125,ENSG00000264370,2,12737367,12737444,1,2
LINC00276,ENSG00000230448,2,13710526,14418000,-1,2
NBAS,ENSG00000151779,2,15166916,15561340,-1,2
DDX1,ENSG00000079785,2,15591178,15634346,1,2
LINC01804,ENSG00000231031,2,15690780,15786618,1,2
MYCNUT,ENSG00000223850,2,15908664,15937784,1,2
MYCNOS,ENSG00000233718,2,15918350,15943052,-1,2
MYCN,ENSG00000134323,2,15940550,15947007,1,2
GACAT3,ENSG00000236289,2,16013928,16087201,1,2
RAD51AP2,ENSG00000214842,2,17510579,17518440,-1,2
VSNL1,ENSG00000163032,2,17539126,17657018,1,2
SMC6,ENSG00000163029,2,17663812,17800242,-1,2
GEN1,ENSG00000178295,2,17753858,17788946,1,2
MSGN1,ENSG00000151379,2,17816460,17817798,1,2
KCNS3,ENSG00000170745,2,17877847,18361616,1,2
RDH14,ENSG00000240857,2,18554723,18560679,-1,2
NT5C1B-RDH14,ENSG00000250741,2,18555545,18589564,-1,2
NT5C1B,ENSG00000185013,2,18562871,18589572,-1,2
LINC01376,ENSG00000236204,2,18985786,19348074,-1,2
MIR4757,ENSG00000266738,2,19348429,19348505,1,2
OSR1,ENSG00000143867,2,19351485,19358623,-1,2
LINC00954,ENSG00000228784,2,19863616,19885047,1,2
TTC32,ENSG00000183891,2,19896631,19901983,-1,2
WDR35,ENSG00000118965,2,19910263,19990105,-1,2
MATN3,ENSG00000132031,2,19992052,20012668,-1,2
LAPTM4A,ENSG00000068697,2,20032650,20051628,-1,2
SDC1,ENSG00000115884,2,20200797,20225433,-1,2
PUM2,ENSG00000055917,2,20248691,20352234,-1,2
RHOB,ENSG00000143878,2,20447074,20449440,1,2
HS1BP3,ENSG00000118960,2,20560448,20651130,-1,2
HS1BP3-IT1,ENSG00000231948,2,20590775,20592548,-1,2
GDF7,ENSG00000143869,2,20667144,20679243,1,2
LDAH,ENSG00000118961,2,20684014,20823130,-1,2
APOB,ENSG00000084674,2,21001429,21044073,-1,2
TDRD15,ENSG00000291547,2,21123968,21144368,1,2
LINC01822,ENSG00000229621,2,21638068,21710737,-1,2
LINC01884,ENSG00000233587,2,22508102,22548800,1,2
KLHL29,ENSG00000119771,2,23385179,23708611,1,2
ATAD2B,ENSG00000119778,2,23748664,23927123,-1,2
UBXN2A,ENSG00000173960,2,23927285,24004909,1,2
MFSD2B,ENSG00000205639,2,24010081,24063321,1,2
WDCP,ENSG00000163026,2,24029347,24049575,-1,2
FKBP1B,ENSG00000119782,2,24049701,24063681,1,2
SF3B6,ENSG00000115128,2,24067586,24076373,-1,2
FAM228B,ENSG00000219626,2,24076526,24169640,1,2
TP53I3,ENSG00000115129,2,24077433,24085861,-1,2
PFN4,ENSG00000176732,2,24114809,24123464,-1,2
FAM228A,ENSG00000186453,2,24175053,24200849,1,2
ITSN2,ENSG00000198399,2,24202864,24360536,-1,2
NCOA1,ENSG00000084676,2,24491254,24770702,1,2
PTRHD1,ENSG00000184924,2,24789728,24793391,-1,2
CENPO,ENSG00000138092,2,24793136,24822376,1,2
ADCY3,ENSG00000138031,2,24819169,24920237,-1,2
DNAJC27,ENSG00000115137,2,24943636,24972094,-1,2
DNAJC27-AS1,ENSG00000224165,2,24971360,25039716,1,2
EFR3B,ENSG00000084710,2,25042076,25159135,1,2
POMC,ENSG00000115138,2,25160853,25168903,-1,2
LINC01381,ENSG00000230452,2,25204313,25209206,1,2
DNMT3A,ENSG00000119772,2,25227855,25342590,-1,2
MIR1301,ENSG00000221445,2,25328640,25328721,-1,2
DTNB,ENSG00000138101,2,25377198,25673647,-1,2
ASXL2,ENSG00000143970,2,25733753,25878487,-1,2
KIF3C,ENSG00000084731,2,25926598,25982749,-1,2
RAB10,ENSG00000084733,2,26034084,26137454,1,2
GAREM2,ENSG00000157833,2,26173088,26189663,1,2
HADHA,ENSG00000084754,2,26190635,26244672,-1,2
HADHB,ENSG00000138029,2,26243170,26290465,1,2
ADGRF3,ENSG00000173567,2,26308173,26346817,-1,2
SELENOI,ENSG00000138018,2,26308547,26395885,1,2
DRC1,ENSG00000157856,2,26401920,26456711,1,2
OTOF,ENSG00000115155,2,26457203,26558756,-1,2
CIB4,ENSG00000157884,2,26581205,26641366,-1,2
KCNK3,ENSG00000171303,2,26692722,26733420,1,2
SLC35F6,ENSG00000213699,2,26764284,26781231,1,2
CENPA,ENSG00000115163,2,26764289,26801067,1,2
DPYSL5,ENSG00000157851,2,26847747,26950351,1,2
MAPRE3,ENSG00000084764,2,26970637,27027219,1,2
TMEM214,ENSG00000119777,2,27032910,27041694,1,2
AGBL5,ENSG00000084693,2,27042364,27070622,1,2
AGBL5-AS1,ENSG00000231636,2,27049683,27050264,-1,2
OST4,ENSG00000228474,2,27070472,27071654,-1,2
EMILIN1,ENSG00000138080,2,27078615,27086403,1,2
KHK,ENSG00000138030,2,27086772,27100762,1,2
CGREF1,ENSG00000138028,2,27098889,27119128,-1,2
ABHD1,ENSG00000143994,2,27123789,27130812,1,2
PREB,ENSG00000138073,2,27130756,27134666,-1,2
PRR30,ENSG00000186143,2,27136848,27139410,-1,2
TCF23,ENSG00000163792,2,27149004,27156974,1,2
SLC5A6,ENSG00000138074,2,27199587,27212958,-1,2
ATRAID,ENSG00000138085,2,27212041,27217178,1,2
CAD,ENSG00000084774,2,27217369,27243943,1,2
SLC30A3,ENSG00000115194,2,27253684,27275817,-1,2
DNAJC5G,ENSG00000163793,2,27275433,27281499,1,2
TRIM54,ENSG00000138100,2,27282429,27307439,1,2
UCN,ENSG00000163794,2,27307400,27308445,-1,2
MPV17,ENSG00000115204,2,27309492,27325680,-1,2
GTF3C2,ENSG00000115207,2,27325849,27356999,-1,2
GTF3C2-AS1,ENSG00000234945,2,27335520,27342599,1,2
EIF2B4,ENSG00000115211,2,27364352,27370338,-1,2
SNX17,ENSG00000115234,2,27370496,27377535,1,2
ZNF513,ENSG00000163795,2,27377235,27380790,-1,2
PPM1G,ENSG00000115241,2,27381195,27409591,-1,2
FTH1P3,ENSG00000213453,2,27392784,27393367,-1,2
NRBP1,ENSG00000115216,2,27427790,27442259,1,2
KRTCAP3,ENSG00000157992,2,27442366,27446481,1,2
IFT172,ENSG00000138002,2,27444377,27489805,-1,2
FNDC4,ENSG00000115226,2,27491883,27495200,-1,2
GCKR,ENSG00000084734,2,27496839,27523684,1,2
ZNF512,ENSG00000243943,2,27582969,27623217,1,2
CCDC121,ENSG00000176714,2,27625638,27629012,-1,2
GPN1,ENSG00000198522,2,27628247,27651511,1,2
SUPT7L,ENSG00000119760,2,27650809,27663840,-1,2
SLC4A1AP,ENSG00000163798,2,27663426,27695366,1,2
LINC01460,ENSG00000205334,2,27705786,27717258,-1,2
MRPL33,ENSG00000243147,2,27771717,27988087,1,2
RBKS,ENSG00000171174,2,27781379,27890681,-1,2
BABAM2,ENSG00000158019,2,27889941,28338901,1,2
MIR4263,ENSG00000265321,2,27996367,27996449,1,2
LOC100505716,ENSG00000223522,2,28307063,28310560,-1,2
FOSL2,ENSG00000075426,2,28392448,28417317,1,2
PLB1,ENSG00000163803,2,28457145,28644142,1,2
PPP1CB,ENSG00000213639,2,28751640,28802940,1,2
SPDYA,ENSG00000163806,2,28782517,28850611,1,2
TRMT61B,ENSG00000171103,2,28849821,28870309,-1,2
WDR43,ENSG00000163811,2,28894667,28948219,1,2
SNORD92,ENSG00000264994,2,28913664,28913748,1,2
SNORD53,ENSG00000265145,2,28927067,28927144,1,2
SNORD53B,ENSG00000265706,2,28927983,28928060,1,2
TOGARAM2,ENSG00000189350,2,28956611,29052230,1,2
CLIP4,ENSG00000115295,2,29097705,29199777,1,2
ALK,ENSG00000171094,2,29192774,29921586,-1,2
LOC105374389,ENSG00000293829,2,29474734,29475470,-1,2
YPEL5,ENSG00000119801,2,30146941,30160537,1,2
SNORA10B,ENSG00000207187,2,30187434,30187566,1,2
LBH,ENSG00000213626,2,30231534,30323730,1,2
LCLAT1,ENSG00000172954,2,30447226,30644225,1,2
CAPN13,ENSG00000162949,2,30722771,30820542,-1,2
GALNT14,ENSG00000158089,2,30910467,31155202,-1,2
CAPN14,ENSG00000214711,2,31173056,31233858,-1,2
EHD3,ENSG00000013016,2,31234152,31269451,1,2
XDH,ENSG00000158125,2,31334321,31414742,-1,2
SRD5A2,ENSG00000277893,2,31522480,31580938,-1,2
LINC01946,ENSG00000223647,2,31793823,31803980,-1,2
MEMO1,ENSG00000162959,2,31865060,32011230,-1,2
