chromosome,segment_number,gene_symbol,genomic_position,log2_ratio,segment_state,segment_mean_log2
7,10,CDK6,92604921,-0.38784698305549564,loss,-0.3709189292743126
7,10,SAMD9,93099513,-0.3843818278582573,loss,-0.3709189292743126
7,10,SAMD9L,93130056,-0.3806986627862547,loss,-0.3709189292743126
7,10,HEPACAM2,93188534,-0.37679860704128165,loss,-0.3709189292743126
7,10,VPS50,93232340,-0.37267941421140516,loss,-0.3709189292743126
7,10,CALCR,93424486,-0.3683570088582246,loss,-0.3709189292743126
7,10,MIR653,93482760,-0.3637864488277733,loss,-0.3709189292743126
7,10,MIR489,93483936,-0.35896256738197635,loss,-0.3709189292743126
7,10,GNGT1,93591573,-0.3538800346632517,loss,-0.3709189292743126
7,10,MIR4652,93716928,-0.3485115308590132,loss,-0.3709189292743126
7,10,TFPI2,93885396,-0.3428224328671295,loss,-0.3709189292743126
7,10,GNG11,93921735,-0.3367839286881896,loss,-0.3709189292743126
7,10,BET1,93962762,-0.3303621540996211,loss,-0.3709189292743126
7,10,COL1A2-AS1,94071759,-0.3235225573782906,loss,-0.3709189292743126
7,10,COL1A2,94394895,-0.3162132825455956,loss,-0.3709189292743126
7,10,CASD1,94509219,-0.30840187810562886,loss,-0.3709189292743126
7,10,SGCE,94524204,-0.30004004723594424,loss,-0.3709189292743126
7,12,RASA4DP,102681836,-0.30079622889138113,loss,-0.454917014989415
7,12,FAM185A,102748971,-0.3141092591879808,loss,-0.454917014989415
7,12,FBXL13,102811189,-0.3275250050745928,loss,-0.454917014989415
7,12,LRRC17,102913000,-0.34095752341780405,loss,-0.454917014989415
7,12,NFE4,102973354,-0.35436511391359476,loss,-0.454917014989415
7,12,NAPEPLD,103099776,-0.3676936289664544,loss,-0.454917014989415
7,12,DPY19L2P2,103175013,-0.3808876968872719,loss,-0.454917014989415
7,12,PMPCB,103297407,-0.3939033094604996,loss,-0.454917014989415
7,12,DNAJC2,103312289,-0.4067186711500177,loss,-0.454917014989415
7,12,PSMC2,103328570,-0.41929707312462355,loss,-0.454917014989415
7,12,SLC26A5,103352730,-0.4316272428770325,loss,-0.454917014989415
7,12,RELN,103471381,-0.4436654023321648,loss,-0.454917014989415
7,12,ORC5,104126341,-0.45541566030493774,loss,-0.454917014989415
7,12,LHFPL3,104328603,-0.4668548400758467,loss,-0.454917014989415
7,12,LHFPL3-AS1,104738597,-0.477966061578459,loss,-0.454917014989415
7,12,LHFPL3-AS2,104894628,-0.48874473576335437,loss,-0.454917014989415
7,12,KMT2E,104940943,-0.49916662712087684,loss,-0.454917014989415
7,12,SRPK2,105110704,-0.5092414695959797,loss,-0.454917014989415
7,12,PUS7,105439661,-0.518934448175736,loss,-0.454917014989415
7,12,RINT1,105532169,-0.5282688471248553,loss,-0.454917014989415
7,12,EFCAB10,105565120,-0.5371999920344327,loss,-0.454917014989415
7,12,ATXN7L1,105604772,-0.5457249154476924,loss,-0.454917014989415
7,12,CDHR3,105876796,-0.5538363213986265,loss,-0.454917014989415
7,12,SYPL1,106090505,-0.5615177654928134,loss,-0.454917014989415
7,12,NAMPT,106248298,-0.5687473387927062,loss,-0.454917014989415
7,12,CCDC71L,106654360,-0.5755255113161099,loss,-0.454917014989415
7,12,PIK3CG,106865278,-0.5818037239722984,loss,-0.454917014989415
7,12,PRKAR2B,107044705,-0.5875993907889181,loss,-0.454917014989415
7,12,HBP1,107168961,-0.5928476911671077,loss,-0.454917014989415
7,12,COG5,107201372,-0.5975500044441109,loss,-0.454917014989415
7,12,GPR22,107470018,-0.601675337382726,loss,-0.454917014989415
7,12,DUS4L,107563484,-0.6052216484859484,loss,-0.454917014989415
7,12,BCAP29,107580246,-0.608154654144614,loss,-0.454917014989415
7,12,SLC26A4-AS1,107650260,-0.6104721251941093,loss,-0.454917014989415
7,12,SLC26A4,107660828,-0.6121108910039106,loss,-0.454917014989415
7,12,CBLL1,107743073,-0.6130986461506556,loss,-0.454917014989415
7,12,SLC26A3,107765467,-0.6133971382902579,loss,-0.454917014989415
7,12,DLD,107891162,-0.6129989998648989,loss,-0.454917014989415
7,12,LAMB1,107923799,-0.6118963024187289,loss,-0.454917014989415
7,12,LAMB4,108023548,-0.6100775424853189,loss,-0.454917014989415
7,12,NRCAM,108147623,-0.6075671249358254,loss,-0.454917014989415
7,12,PNPLA8,108470417,-0.6043709452211693,loss,-0.454917014989415
7,12,THAP5,108554543,-0.6004587751945628,loss,-0.454917014989415
7,12,DNAJB9,108569867,-0.5958788099312291,loss,-0.454917014989415
7,12,EIF3IP1,109959218,-0.5906489075365121,loss,-0.454917014989415
7,12,IMMP2L,110662644,-0.5848209789866321,loss,-0.454917014989415
7,12,LRRN3,111091006,-0.5783975065300987,loss,-0.454917014989415
7,12,DOCK4,111726110,-0.5714477209491201,loss,-0.454917014989415
7,12,DOCK4-AS1,111808516,-0.5640076018026504,loss,-0.454917014989415
7,12,ZNF277,112206695,-0.5561320060659609,loss,-0.454917014989415
7,12,IFRD1,112422887,-0.5478537059527268,loss,-0.454917014989415
7,12,LSMEM1,112480853,-0.539240268975928,loss,-0.454917014989415
7,12,TMEM168,112762377,-0.5303472461792065,loss,-0.454917014989415
7,12,HRAT17,112943295,-0.5212201159457676,loss,-0.454917014989415
7,12,GPR85,113078331,-0.5119309297254997,loss,-0.454917014989415
7,12,PPP1R3A,113876777,-0.5025313697077802,loss,-0.454917014989415
7,12,FOXP2,114086327,-0.49306130069861787,loss,-0.454917014989415
7,12,MIR3666,114653345,-0.48355644483101284,loss,-0.454917014989415
7,12,MDFIC,114922094,-0.47408345916678274,loss,-0.454917014989415
7,12,LINC01393,115030564,-0.46468315618193423,loss,-0.454917014989415
7,12,LINC01392,115061537,-0.45541465506501233,loss,-0.454917014989415
7,12,SNORA25B,115581315,-0.4462768036170586,loss,-0.454917014989415
7,12,TFEC,115935148,-0.4373232885231598,loss,-0.454917014989415
7,12,TES,116210506,-0.42859147801640757,loss,-0.454917014989415
7,12,LOC102724434,116275606,-0.42010231108264334,loss,-0.454917014989415
7,12,CAV2,116287380,-0.4118855557235127,loss,-0.454917014989415
7,12,CAV1,116524994,-0.40396361347640125,loss,-0.454917014989415
7,12,MET,116672196,-0.3963646937921722,loss,-0.454917014989415
7,12,CAPZA2,116811070,-0.3891338062451114,loss,-0.454917014989415
7,12,ST7-AS1,116952446,-0.3822716258608236,loss,-0.454917014989415
7,12,ST7,116953238,-0.3758123774213207,loss,-0.454917014989415
7,12,ST7-OT4,116953899,-0.36975994470741697,loss,-0.454917014989415
7,12,MIR6132,117020211,-0.36415408120148474,loss,-0.454917014989415
7,12,ST7-AS2,117072072,-0.3589864183264493,loss,-0.454917014989415
7,12,WNT2,117275451,-0.35427701588319355,loss,-0.454917014989415
7,12,CFTR,117287120,-0.3500640810101831,loss,-0.454917014989415
7,12,ASZ1,117363222,-0.3463357118073635,loss,-0.454917014989415
7,12,CTTNBP2,117710651,-0.34306871358659086,loss,-0.454917014989415
7,12,LSM8,118184144,-0.34026583916166886,loss,-0.454917014989415
7,12,ANKRD7,118214669,-0.3379072998656633,loss,-0.454917014989415
7,12,LINC02476,119495024,-0.3359678394386197,loss,-0.454917014989415
7,12,KCND2,120273175,-0.3344300741826038,loss,-0.454917014989415
7,12,TSPAN12,120787320,-0.33324722037969917,loss,-0.454917014989415
7,12,ING3,120950763,-0.33236245451437274,loss,-0.454917014989415
7,12,CPED1,120988697,-0.33168441675330873,loss,-0.454917014989415
7,12,WNT16,121325367,-0.33120340741179866,loss,-0.454917014989415
7,12,FAM3C,121348878,-0.3308165275363942,loss,-0.454917014989415
7,12,PTPRZ1,121873089,-0.33041371220734433,loss,-0.454917014989415
7,12,AASS,122064583,-0.32990017418292694,loss,-0.454917014989415
7,12,FEZF1,122301303,-0.32916383259344145,loss,-0.454917014989415
7,12,FEZF1-AS1,122303658,-0.3281730219232433,loss,-0.454917014989415
7,12,CADPS2,122318411,-0.3267820616677373,loss,-0.454917014989415
7,12,RNF133,122697735,-0.3249549078911744,loss,-0.454917014989415
7,12,RNF148,122701668,-0.32257413924777734,loss,-0.454917014989415
7,12,TAS2R16,122994704,-0.31953677737000913,loss,-0.454917014989415
7,12,SLC13A1,123113531,-0.31584200413905306,loss,-0.454917014989415
7,12,IQUB,123452193,-0.3114053587260203,loss,-0.454917014989415
7,12,NDUFA5,123536997,-0.30620895550445887,loss,-0.454917014989415
7,12,ASB15,123567010,-0.3003251240899847,loss,-0.454917014989415
7,14,BPGM,134646811,-0.30019300967557616,loss,-0.37568151455894455
7,14,CALD1,134744252,-0.30192882594494486,loss,-0.37568151455894455
7,14,AGBL3,134986508,-0.30393078055053596,loss,-0.37568151455894455
7,14,TMEM140,135148072,-0.3061854740821303,loss,-0.37568151455894455
7,14,WDR91,135183839,-0.3086671328348842,loss,-0.37568151455894455
7,14,MIR6509,135206994,-0.31144657565221956,loss,-0.37568151455894455
7,14,STRA8,135231979,-0.3144877957977198,loss,-0.37568151455894455
7,14,CNOT4,135361795,-0.31778120333307336,loss,-0.37568151455894455
7,14,NUP205,135557917,-0.32131715538182226,loss,-0.37568151455894455
7,14,SLC13A4,135681231,-0.325084527716378,loss,-0.37568151455894455
7,14,FAM180A,135728348,-0.329073065204558,loss,-0.37568151455894455
7,14,MTPN,135926760,-0.3332506604296766,loss,-0.37568151455894455
7,14,LOC349160,136685559,-0.33760320524619514,loss,-0.37568151455894455
7,14,CHRM2,136868652,-0.3421059241496767,loss,-0.37568151455894455
7,14,MIR490,136903167,-0.3467503408615529,loss,-0.37568151455894455
7,14,PTN,137227341,-0.35151054010460364,loss,-0.37568151455894455
7,14,DGKI,137381037,-0.3563664135137786,loss,-0.37568151455894455
7,14,CREB3L2,137874979,-0.3612914753223589,loss,-0.37568151455894455
7,14,AKR1D1,138002324,-0.36627021492712497,loss,-0.37568151455894455
7,14,MIR4468,138123758,-0.3712785055644658,loss,-0.37568151455894455
7,14,TRIM24,138460259,-0.376289666479764,loss,-0.37568151455894455
7,14,SVOPL,138594285,-0.3812699954628528,loss,-0.37568151455894455
7,14,ATP6V0A4,138706294,-0.38621113217382713,loss,-0.37568151455894455
7,14,TMEM213,138797952,-0.3910786345349216,loss,-0.37568151455894455
7,14,KIAA1549,138831381,-0.3958547491705893,loss,-0.37568151455894455
7,14,ZC3HAV1L,139025706,-0.4005020976792372,loss,-0.37568151455894455
7,14,ZC3HAV1,139043515,-0.40500096590804263,loss,-0.37568151455894455
7,14,UBN2,139230356,-0.4093186502919413,loss,-0.37568151455894455
7,14,FMC1,139339457,-0.4134233425298989,loss,-0.37568151455894455
7,14,LUC7L2,139340359,-0.4172769683109637,loss,-0.37568151455894455
7,14,KLRG2,139452690,-0.4208439556636896,loss,-0.37568151455894455
7,14,CLEC2L,139523685,-0.42407922043717156,loss,-0.37568151455894455
7,14,HIPK2,139561570,-0.4269491357210533,loss,-0.37568151455894455
7,14,TBXAS1,139777051,-0.4294005602255342,loss,-0.37568151455894455
7,14,PARP12,140023749,-0.43139193900533185,loss,-0.37568151455894455
7,14,KDM7A,140084746,-0.43286051408916454,loss,-0.37568151455894455
7,14,SLC37A3,140293693,-0.43375183645803556,loss,-0.37568151455894455
7,14,RAB19,140404058,-0.43400651029977916,loss,-0.37568151455894455
7,14,MKRN1,140453033,-0.43355687474081317,loss,-0.37568151455894455
7,14,DENND2A,140518420,-0.43233647770849215,loss,-0.37568151455894455
7,14,ADCK2,140672945,-0.4302760478093986,loss,-0.37568151455894455
7,14,NDUFB2,140690777,-0.42730370473447127,loss,-0.37568151455894455
7,14,NDUFB2-AS1,140695336,-0.42334316014603446,loss,-0.37568151455894455
7,14,BRAF,140719327,-0.41830935809381414,loss,-0.37568151455894455
7,14,MRPS33,141002610,-0.41213514630958503,loss,-0.37568151455894455
7,14,TMEM178B,141074064,-0.40475110594503805,loss,-0.37568151455894455
7,14,WEE2-AS1,141704003,-0.3961025010612194,loss,-0.37568151455894455
7,14,WEE2,141708353,-0.3860874112342814,loss,-0.37568151455894455
7,14,TAS2R3,141764097,-0.374700505934144,loss,-0.37568151455894455
7,14,TAS2R4,141776674,-0.36188768255340836,loss,-0.37568151455894455
7,14,TAS2R5,141790217,-0.34762731820442694,loss,-0.37568151455894455
7,14,PRSS37,141836300,-0.331924800669637,loss,-0.37568151455894455
7,14,OR9A4,141916399,-0.3147454757442256,loss,-0.37568151455894455
7,16,OR2A1-AS1,144250042,-0.315940539515668,loss,-0.5706113694062177
7,16,OR2A20P,144250671,-0.3421251678018985,loss,-0.5706113694062177
7,16,OR2A7,144257663,-0.366924415415479,loss,-0.5706113694062177
7,16,CTAGE8,144266674,-0.390349343514897,loss,-0.5706113694062177
7,16,ARHGEF34P,144272445,-0.4123003911560035,loss,-0.5706113694062177
7,16,OR2A9P,144299373,-0.4328129965539837,loss,-0.5706113694062177
7,16,OR2A1,144312419,-0.45186990112548087,loss,-0.5706113694062177
7,16,ARHGEF5,144355288,-0.4696528530523772,loss,-0.5706113694062177
7,16,NOBOX,144397240,-0.48617081407595136,loss,-0.5706113694062177
7,16,TPK1,144451941,-0.5016305401552124,loss,-0.5706113694062177
7,16,MIR548F4,147378017,-0.5160854539073559,loss,-0.5706113694062177
7,16,LOC105375556,147671711,-0.5296635073783393,loss,-0.5706113694062177
7,16,C7orf33,148590766,-0.5424758664250227,loss,-0.5706113694062177
7,16,CUL1,148697914,-0.5546402300915962,loss,-0.5706113694062177
7,16,EZH2,148807257,-0.5662758382326093,loss,-0.5706113694062177
7,16,RNY4,148963315,-0.5774267147336976,loss,-0.5706113694062177
7,16,RNY3,148983755,-0.5881902714905193,loss,-0.5706113694062177
7,16,RNY1,148987136,-0.5986377898858415,loss,-0.5706113694062177
7,16,GHET1,148987527,-0.6088010935780815,loss,-0.5706113694062177
7,16,PDIA4,149003062,-0.618719532064207,loss,-0.5706113694062177
7,16,ZNF786,149069641,-0.6284304413970336,loss,-0.5706113694062177
7,16,ZNF425,149102784,-0.637950737584206,loss,-0.5706113694062177
7,16,ZNF398,149126416,-0.6472803231747707,loss,-0.5706113694062177
7,16,ZNF282,149195546,-0.6564001332631274,loss,-0.5706113694062177
7,16,ZNF212,149239651,-0.6653178785529112,loss,-0.5706113694062177
7,16,ZNF783,149262171,-0.6740005396846916,loss,-0.5706113694062177
7,16,LOC155060,149285281,-0.6824182630798153,loss,-0.5706113694062177
7,16,ZNF777,149431363,-0.6905408371888633,loss,-0.5706113694062177
7,16,ZNF746,149472696,-0.6983164699497166,loss,-0.5706113694062177
7,16,ZNF767P,149547154,-0.7057044931652796,loss,-0.5706113694062177
7,16,ZNF467,149764182,-0.712655960730879,loss,-0.5706113694062177
7,16,ZNF862,149838375,-0.7191188080765314,loss,-0.5706113694062177
7,16,ATP6V0E2-AS1,149867694,-0.7250270809090845,loss,-0.5706113694062177
7,16,ATP6V0E2,149872968,-0.7303358260215009,loss,-0.5706113694062177
7,16,ACTR3C,149887088,-0.7349976208135283,loss,-0.5706113694062177
7,16,LRRC61,150323263,-0.7389473012700901,loss,-0.5706113694062177
7,16,RARRES2,150338317,-0.7421279242605511,loss,-0.5706113694062177
7,16,REPIN1,150368189,-0.7444847002718886,loss,-0.5706113694062177
7,16,ZNF775,150368790,-0.7459303383293931,loss,-0.5706113694062177
7,16,LOC728743,150400702,-0.7465052392870898,loss,-0.5706113694062177
7,16,LINC00996,150433277,-0.7460556139192996,loss,-0.5706113694062177
7,16,GIMAP8,150450630,-0.7446003415493446,loss,-0.5706113694062177
7,16,GIMAP7,150514872,-0.7420570402283535,loss,-0.5706113694062177
7,16,GIMAP4,150567369,-0.7384105032986499,loss,-0.5706113694062177
7,16,GIMAP6,150625375,-0.7336710414403825,loss,-0.5706113694062177
7,16,GIMAP2,150685697,-0.7277169324271427,loss,-0.5706113694062177
7,16,GIMAP1,150716606,-0.7205670732997804,loss,-0.5706113694062177
7,16,GIMAP1-GIMAP5,150716668,-0.712268070137016,loss,-0.5706113694062177
7,16,GIMAP5,150722253,-0.7027958736451976,loss,-0.5706113694062177
7,16,TMEM176B,150791285,-0.6921666854703526,loss,-0.5706113694062177
7,16,TMEM176A,150800403,-0.6804089296402971,loss,-0.5706113694062177
7,16,AOC1,150824627,-0.6675644353523854,loss,-0.5706113694062177
7,16,KCNH2,150944961,-0.6536888235860558,loss,-0.5706113694062177
7,16,NOS3,150991017,-0.6388535784118935,loss,-0.5706113694062177
7,16,ATG9B,151012209,-0.6231408772601117,loss,-0.5706113694062177
7,16,ABCB8,151028422,-0.6066497990203155,loss,-0.5706113694062177
7,16,ASIC3,151048292,-0.5894918462645531,loss,-0.5706113694062177
7,16,CDK5,151053815,-0.5717888210963196,loss,-0.5706113694062177
7,16,SLC4A2,151057210,-0.5536738094309731,loss,-0.5706113694062177
7,16,FASTK,151076624,-0.5352868047675059,loss,-0.5706113694062177
7,16,TMUB1,151081085,-0.5167728594637712,loss,-0.5706113694062177
7,16,AGAP3,151085831,-0.4982792865098707,loss,-0.5706113694062177
7,16,GBX1,151148009,-0.47995271409911794,loss,-0.5706113694062177
7,16,ASB10,151175698,-0.46193611626327036,loss,-0.5706113694062177
7,16,ABCF2,151211484,-0.44436594807546753,loss,-0.5706113694062177
7,16,CHPF2,151232483,-0.4273695099051193,loss,-0.5706113694062177
7,16,MIR671,151238421,-0.41106329699358823,loss,-0.5706113694062177
7,16,SMARCD3,151238764,-0.39554841469162977,loss,-0.5706113694062177
7,16,NUB1,151341772,-0.3809103854873532,loss,-0.5706113694062177
7,16,WDR86,151375909,-0.3672284941328289,loss,-0.5706113694062177
7,16,WDR86-AS1,151408943,-0.3545552972711477,loss,-0.5706113694062177
7,16,CRYGN,151428832,-0.34293169934532197,loss,-0.5706113694062177
7,16,MIR3907,151433489,-0.33238364932879744,loss,-0.5706113694062177
7,16,RHEB,151466012,-0.3229233425568409,loss,-0.5706113694062177
7,16,PRKAG2,151556124,-0.31455004505156386,loss,-0.5706113694062177
7,16,PRKAG2-AS1,151876304,-0.3072526213851954,loss,-0.5706113694062177
7,16,GALNTL5,151956379,-0.30101068630677624,loss,-0.5706113694062177
7,18,HTR5A,155070324,-0.30101490667469377,loss,-0.4752071107176923
7,18,INSIG1,155297776,-0.30634906787301824,loss,-0.4752071107176923
7,18,BLACE,155356985,-0.3124101834660699,loss,-0.4752071107176923
7,18,EN2,155458129,-0.3192402858792992,loss,-0.4752071107176923
7,18,CNPY1,155474206,-0.32683209711243705,loss,-0.4752071107176923
7,18,RBM33,155644451,-0.33524096682327614,loss,-0.4752071107176923
7,18,SHH,155799980,-0.3444953010089468,loss,-0.4752071107176923
7,18,LOC389602,155952030,-0.35462820255852584,loss,-0.4752071107176923
7,18,LINC00244,156540491,-0.3656917008303586,loss,-0.4752071107176923
7,18,RNF32,156640281,-0.3777379964345105,loss,-0.4752071107176923
7,18,LMBR1,156668946,-0.3908101969344737,loss,-0.4752071107176923
7,18,NOM1,156949712,-0.4049726732732619,loss,-0.4752071107176923
7,18,MNX1,156994051,-0.42028150748057047,loss,-0.4752071107176923
7,18,MNX1-AS2,157006307,-0.43678530046248076,loss,-0.4752071107176923
7,18,MNX1-AS1,157007750,-0.4545527689566837,loss,-0.4752071107176923
7,18,UBE3C,157138926,-0.47363533564273447,loss,-0.4752071107176923
7,18,DNAJB6,157335381,-0.4941074216168626,loss,-0.4752071107176923
7,18,LOC101927914,157464573,-0.5160097475360483,loss,-0.4752071107176923
7,18,PTPRN2,157539056,-0.5394142634496366,loss,-0.4752071107176923
7,18,MIR153-2,157574336,-0.5643762093431686,loss,-0.4752071107176923
7,18,MIR595,158532718,-0.5909304873109669,loss,-0.4752071107176923
7,18,LINC01022,158585903,-0.6191618127555374,loss,-0.4752071107176923
7,18,MIR5707,158591616,-0.6491581659430504,loss,-0.4752071107176923
7,18,NCAPG2,158631169,-0.6809176759699832,loss,-0.4752071107176923
7,18,ESYT2,158730995,-0.7145199850798197,loss,-0.4752071107176923
7,18,LINC00689,159006492,-0.7499662422613884,loss,-0.4752071107176923
7,18,VIPR2,159028175,-0.7873514866998881,loss,-0.4752071107176923
8,4,MIR1208,128150116,-0.30153606979264436,loss,-0.36042775047556147
8,4,LINC00824,128405269,-0.3156047259318428,loss,-0.36042775047556147
8,4,CCDC26,128634199,-0.3287631525358759,loss,-0.36042775047556147
8,4,MIR3686,129484057,-0.34091755708436006,loss,-0.36042775047556147
8,4,GSDMC,129748196,-0.3519612884787384,loss,-0.36042775047556147
8,4,MIR5194,130008334,-0.3618375686941223,loss,-0.36042775047556147
8,4,ASAP1,130052104,-0.37047255891521913,loss,-0.36042775047556147
8,4,ASAP1-IT2,130082738,-0.37784152571450635,loss,-0.36042775047556147
8,4,ADCY8,130780301,-0.383935233720759,loss,-0.36042775047556147
8,4,EFR3A,131904093,-0.3887050830774766,loss,-0.36042775047556147
8,4,OC90,132024216,-0.3922058142851801,loss,-0.36042775047556147
8,4,HHLA1,132061480,-0.39441281993846516,loss,-0.36042775047556147
8,4,KCNQ3,132120861,-0.3953251512339871,loss,-0.36042775047556147
8,4,HPYR1,132507962,-0.39505153730019665,loss,-0.36042775047556147
8,4,TMEM71,132685007,-0.39359166114152744,loss,-0.36042775047556147
8,4,PHF20L1,132775358,-0.3909851489131305,loss,-0.36042775047556147
8,4,TG,132866958,-0.3872028158482521,loss,-0.36042775047556147
8,4,SLA,133036728,-0.38246518596366685,loss,-0.36042775047556147
8,4,MIR7848,133046481,-0.376720565649379,loss,-0.36042775047556147
8,4,PTCSC1,133054959,-0.3700311524815526,loss,-0.36042775047556147
8,4,NDRG1,133237175,-0.362457730237858,loss,-0.36042775047556147
8,4,ST3GAL1,133454848,-0.3539939449659046,loss,-0.36042775047556147
8,4,LOC101927798,133775551,-0.3447042822713505,loss,-0.36042775047556147
8,4,LOC101927822,133886322,-0.33463097331703645,loss,-0.36042775047556147
8,4,ZFAT,134477788,-0.323816395464629,loss,-0.36042775047556147
8,4,ZFAT-AS1,134598071,-0.31229184915223956,loss,-0.36042775047556147
8,4,MIR30B,134800520,-0.3000874707302585,loss,-0.36042775047556147
9,4,MIR4477A,41233755,-0.31114795739590967,loss,-0.34114674117462296
9,4,LOC100132249,41269916,-0.3216217439611747,loss,-0.34114674117462296
9,4,CNTNAP3B,41890314,-0.33113124090035795,loss,-0.34114674117462296
9,4,SPATA31A6,42183659,-0.3395400371756645,loss,-0.34114674117462296
9,4,FAM74A7,42199000,-0.346829292299176,loss,-0.34114674117462296
9,4,LOC101927827,42579414,-0.3529615202103521,loss,-0.34114674117462296
9,4,SPATA31A5,60914407,-0.3579114411572395,loss,-0.34114674117462296
9,4,FAM74A6,60929927,-0.36172108011169174,loss,-0.34114674117462296
9,4,SPATA31A7,61190036,-0.364411895618878,loss,-0.34114674117462296
9,4,FAM74A4,61205258,-0.36603498894852016,loss,-0.34114674117462296
9,4,FAM27C,61854038,-0.3666310323243881,loss,-0.34114674117462296
9,4,LINC01189,62289656,-0.36655024037802264,loss,-0.34114674117462296
9,4,FGF7P6,62432876,-0.36544437158033233,loss,-0.34114674117462296
9,4,LINC01410,62801434,-0.3636771155700949,loss,-0.34114674117462296
9,4,AQP7P1,63317067,-0.3613465172127968,loss,-0.34114674117462296
9,4,MIR4477B,63819574,-0.3585624372536209,loss,-0.34114674117462296
9,4,FRG1JP,63824057,-0.3554394526928925,loss,-0.34114674117462296
9,4,FLJ43315,64016900,-0.35205690513669335,loss,-0.34114674117462296
9,4,LOC101929583,64637397,-0.34848773723904164,loss,-0.34114674117462296
9,4,LOC101928381,65219987,-0.34481142735572895,loss,-0.34114674117462296
9,4,FOXD4L5,65282101,-0.3410923472903354,loss,-0.34114674117462296
9,4,FOXD4L4,65737146,-0.33728900141467044,loss,-0.34114674117462296
9,4,LOC105379252,66047084,-0.3334721228620801,loss,-0.34114674117462296
9,4,LOC642929,66109394,-0.3296412176899074,loss,-0.34114674117462296
9,4,ZNF658,66856426,-0.3257681615472399,loss,-0.34114674117462296
9,4,FAM74A3,66967759,-0.3219080828042208,loss,-0.34114674117462296
9,4,SPATA31A3,66986304,-0.31802988241105357,loss,-0.34114674117462296
9,4,CNTNAP3P2,67059560,-0.3139801744121203,loss,-0.34114674117462296
9,4,FAM27B,67725690,-0.31005818358656173,loss,-0.34114674117462296
9,4,ANKRD20A1,67832765,-0.3060352815515829,loss,-0.34114674117462296
9,4,FOXD4L3,68302867,-0.3019560863209612,loss,-0.34114674117462296
10,2,LINC00845,61001040,-0.30491779981474,loss,-0.3160167922677592
10,2,TMEM26,61406642,-0.3113789305819983,loss,-0.3160167922677592
10,2,TMEM26-AS1,61452639,-0.3164084288430324,loss,-0.3160167922677592
10,2,ARID5B,61901684,-0.32000321732478454,loss,-0.3160167922677592
10,2,RTKN2,62183035,-0.32215886279597555,loss,-0.3160167922677592
10,2,LOC283045,62339553,-0.32289478729231197,loss,-0.3160167922677592
10,2,ZNF365,62374192,-0.32225522487741753,loss,-0.3160167922677592
10,2,ADO,62804720,-0.3202513036808713,loss,-0.3160167922677592
10,2,EGR2,62811996,-0.31694198003852403,loss,-0.3160167922677592
10,2,NRBF2,63133247,-0.31236802054132823,loss,-0.3160167922677592
10,2,JMJD1C,63167221,-0.30660615915436723,loss,-0.3160167922677592
10,4,PANK1,89579497,-0.302354449520412,loss,-0.3212090134061405
10,4,MIR107,89592747,-0.30912732448739255,loss,-0.3212090134061405
10,4,KIF20B,89701590,-0.31511712987213414,loss,-0.3212090134061405
10,4,LINC00865,89829483,-0.32024215832790154,loss,-0.3212090134061405
10,4,LINC01375,89886653,-0.32449024682864663,loss,-0.3212090134061405
10,4,HTR7,90740823,-0.3278283460428549,loss,-0.3212090134061405
10,4,RPP30,90871952,-0.33023996339795303,loss,-0.3212090134061405
10,4,ANKRD1,90912096,-0.33172519059473815,loss,-0.3212090134061405
10,4,LINC00502,91033118,-0.3322468737660787,loss,-0.3212090134061405
10,4,NUDT9P1,91152605,-0.3318239906733117,loss,-0.3212090134061405
10,4,PCGF5,91163012,-0.3304648299138338,loss,-0.3212090134061405
10,4,HECTD2-AS1,91306956,-0.32821221001300266,loss,-0.3212090134061405
10,4,HECTD2,91409280,-0.3250243136870943,loss,-0.3212090134061405
10,4,PPP1R3C,91628442,-0.3209859029551995,loss,-0.3212090134061405
10,4,TNKS2,91798426,-0.3161171011609303,loss,-0.3212090134061405
10,4,FGFBP3,91906584,-0.31046605829521057,loss,-0.3212090134061405
10,4,BTAF1,91923770,-0.3040871383676939,loss,-0.3212090134061405
10,6,NRAP,113588714,-0.3007548880485627,loss,-0.31037493910624736
10,6,CASP7,113679162,-0.305582294132815,loss,-0.31037493910624736
10,6,PLEKHS1,113751262,-0.3095194928575978,loss,-0.31037493910624736
10,6,MIR4483,113777993,-0.3125219699063175,loss,-0.31037493910624736
10,6,DCLRE1A,113834725,-0.3145483403376284,loss,-0.31037493910624736
10,6,NHLRC2,113854661,-0.3155460476187228,loss,-0.31037493910624736
10,6,ADRB1,114043866,-0.31548650390059707,loss,-0.31037493910624736
10,6,CCDC186,114120862,-0.3143671887056629,loss,-0.31037493910624736
10,6,MIR2110,114174105,-0.31218273723006196,loss,-0.31037493910624736
10,6,TDRD1,114179270,-0.3089358483068554,loss,-0.31037493910624736
10,6,VWA2,114239254,-0.30467901912389933,loss,-0.31037493910624736
11,2,IGF2,2129112,-0.30185951706854447,loss,-0.39334803425396836
11,2,INS-IGF2,2132538,-0.31181577549365236,loss,-0.39334803425396836
11,2,MIR483,2134134,-0.3213219573689528,loss,-0.39334803425396836
11,2,IGF2-AS,2140501,-0.3302225008119575,loss,-0.39334803425396836
11,2,INS,2159779,-0.33844417427348283,loss,-0.39334803425396836
11,2,TH,2163929,-0.34587030023759874,loss,-0.39334803425396836
11,2,MIR4686,2173063,-0.3524662915162421,loss,-0.39334803425396836
